Reference,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Flag
CKM2015120604,0.4,B,18.2,6.7,7.4,3.7,7.3,
CKM2015120605,0.2,B,18.2,31.9,8.3,20,10.3,
CKM2015120605,0.6,B,18.6,37.4,8.2,23.9,9.9,
CKM2015120606,0.2,B,19.1,24.3,8.3,14.8,9.9,
CKM2015120606,0.8,B,19.1,28.8,8.3,17.9,9.8,
CKM2015120607,0.2,B,18.6,28.8,8.3,17.8,11.1,
CKM2015120607,0.4,B,18.7,33.8,8.3,21.3,10.7,
CKM2015120608,0.2,B,19.3,11.2,8.1,6.5,8.4,
CKM2015120608,1,B,18.8,38.3,8.2,24.4,8.4,
CKM2015120608,1.4,B,18.8,39,8.2,25,8.6,
CKM2015120609,0.2,B,17.9,21.3,8.3,12.8,11,
CKM2015120609,0.3,B,18.1,21.2,8.3,12.8,11.3,
CKM2015120610,0.2,B,18.6,36.3,8.5,23,10.5,
CKM2015120610,0.7,B,18.6,36.4,8.5,23,10.5,
CKM2015120701,0.2,B,16.8,42.3,8.4,27.2,9.5,
CKM2015120702,0.2,B,17.9,43.4,8.4,28.1,9.1,
CKM2015120702,0.7,B,17.9,43.5,8.4,28.1,9,
CKM2015120703,0.2,B,18,44,8.4,28.4,9.2,
CKM2015120703,0.6,B,18,44,8.4,28.4,9.1,
CKM2015120704,0.2,B,17.3,38.4,8.6,24.5,11,
CKM2015120704,0.8,B,17.3,38.6,8.6,24.7,11,
CKM2015120705,0.2,B,17.7,42.5,8.5,27.4,9.5,
CKM2015120705,1,B,17.6,42.7,8.5,27.6,9.5,
CKM2015120706,0.2,B,17.2,39.1,8.5,24.9,9.9,
CKM2015120706,0.6,B,17.1,39,8.5,24.9,10,
CKM2015120707,0.2,B,17.6,41.6,8.5,26.7,9.7,
CKM2015120707,0.5,B,17.7,41.5,8.5,26.7,9.7,
CKM2015120708,0.2,B,17.8,41.2,8.5,26.5,9.7,
CKM2015120708,0.7,B,17.8,41.2,8.5,26.5,9.8,
CKM2015120709,0.2,B,18.2,41.3,8.5,26.5,10.1,
CKM2015120709,0.7,B,18.1,41.4,8.5,26.7,10.3,
CKM2015120710,0.2,B,18.2,42.9,8.3,27.6,8.8,
CKM2015120710,0.9,B,18.1,42.9,8.3,27.6,9,
CKM2015120801,0.2,B,17.9,42.6,8.3,27.4,8,
CKM2015120801,0.9,B,17.9,42.6,8.3,27.4,8,
CKM2015120802,0.2,B,17.8,42.1,8.3,27.1,9.1,
CKM2015120802,0.3,B,17.8,42.1,8.2,27.1,8.8,
CKM2015120803,0.2,B,18.7,46.2,8.4,30.1,8.7,
CKM2015120803,0.5,B,18.5,46.8,8.3,30.5,8.2,
CKM2015120804,0.2,B,18.2,46.7,8.3,30.4,7.7,
CKM2015120804,0.4,B,18.2,46.7,8.3,30.4,7.6,
CKM2015120805,0.2,B,18.9,45.8,8.4,29.8,8.1,
CKM2015120805,0.6,B,18.9,45.9,8.3,29.8,8.1,
CKM2015120806,0.2,B,19,46,8.3,29.9,7.9,
CKM2015120806,0.6,B,19,46,8.2,29.9,7.9,
CKM2016010101,0.2,B,12.7,41.6,7.6,26.7,7.2,
CKM2016010102,0.2,B,12.6,41.5,7.8,26.6,9.1,
CKM2016010102,0.7,B,12.6,41.5,7.8,26.6,9.1,
CKM2016010103,0.2,B,12.9,41,7.9,26.2,9.7,
CKM2016010103,0.6,B,13,41,7.9,26.2,9.7,
CKM2016010104,0.2,B,13.6,40.8,7.8,26.1,9.3,
CKM2016010104,1,B,13.6,41.1,7.9,26.4,9.6,
CKM2016010104,2,B,13.6,41.2,7.9,26.4,9.5,
CKM2016010104,2.3,B,13.6,41.3,7.9,26.5,9.5,
CKM2016010105,0.2,B,13.3,40.5,7.7,25.7,7.2,
CKM2016010105,0.7,B,13.3,40.5,7.8,25.4,8.5,
CKM2016010106,0.2,B,13.8,44,7.9,28.4,9.5,
CKM2016010106,0.6,B,13.8,44,7.9,28.4,9.9,
CKM2016010107,0.2,B,13.7,41.9,7.9,26.9,9.4,
CKM2016010107,0.4,B,13.7,41.9,7.9,26.9,9.6,
CKM2016010108,0.2,B,14,42.4,7.9,27.2,8.8,
CKM2016010108,0.4,B,14,42.4,7.9,27.3,9.6,
CKM2016010201,0.2,B,15.2,37.6,8.2,23.9,10.6,
CKM2016010201,0.6,B,15.2,37.6,8.2,23.9,8.6,
CKM2016010202,0.2,B,15.2,38.5,8.2,24.5,8,
CKM2016010202,0.4,B,15.2,38.5,8.2,24.5,7.9,
CKM2016010203,0.2,B,15.3,39.3,8.2,25.1,8.3,
CKM2016010203,0.6,B,15.3,39.3,8.2,25.1,8.5,
CKM2016010204,0.2,B,15.3,41.2,8.1,26.4,7.7,
CKM2016010204,1,B,15.3,41.3,8.2,26.5,7.9,
CKM2016010205,0.2,B,15.6,41.3,8.2,26.5,8.4,
CKM2016010205,1,B,15.4,41.7,8.1,26.8,8.2,
CKM2016010206,0.2,B,15.9,45.7,8.2,29.7,8.4,
CKM2016010206,0.6,B,15.9,45.8,8.2,29.7,8.3,
CKM2016010207,0.2,B,15.7,44.2,8.1,28.6,7.8,
CKM2016010207,0.7,B,15.7,44.7,8.1,28.9,7.8,
CKM2016010208,0.2,B,15.3,42.4,8.1,27.3,7.9,
CKM2016010208,1,B,15.3,42.4,8.1,27.3,8,
CKM2016010208,1.6,B,15.3,42.5,8.1,27.3,8.1,
CKM2016010301,0.2,B,11.9,34.6,7.7,21.7,9.4,
CKM2016010301,0.4,B,11.9,35.4,7.8,22.3,9.7,
CKM2016010302,0.2,B,11.7,28.7,7.9,17.7,10.6,
CKM2016010303,0.2,B,13.5,23.6,7.8,14.3,8.4,
CKM2016010303,1,B,13.4,24,7.8,14.6,9.5,
CKM2016010303,1.7,B,13.3,24.4,7.8,14.9,9.8,
CKM2016010304,0.2,B,12.1,28,8.1,17.3,12.9,
CKM2016010305,0.2,B,11.9,30.3,7.8,18.8,9.7,
CKM2016010305,0.3,B,11.9,30.5,7.8,18.9,10.1,
CKM2016010306,0.2,B,12.6,33.1,7.9,20.7,10.8,
CKM2016010306,0.3,B,12.5,33.1,7.9,20.7,10.9,
CKM2016010307,0.2,B,12.8,34.3,6,21.6,11.4,
CKM2016010308,0.2,B,13,33.7,7.9,21.2,10.8,
CKM2016010308,0.3,B,13,33.7,7.9,21.1,10.8,
CKM2016010309,0.2,B,13.2,35.5,8.1,22.4,12.7,
CKM2016010309,1,B,13.2,35.7,8.1,22.6,12.3,
CKM2016010309,1.3,B,13.2,36.1,8.1,22.8,12.2,
CKM2016010401,0.2,B,12.3,44.7,8.1,28.9,9.7,
CKM2016010401,0.5,B,12.3,44.7,8.1,28.9,9.7,
CKM2016010402,0.2,B,13.5,46.5,8,30.1,9.4,
CKM2016010402,1,B,13.5,46.5,8.1,30.2,9.5,
CKM2016010402,2,B,13.5,46.6,8.1,30.2,9.6,
CKM2016010402,3,B,13.5,46.7,8.1,30.3,9.5,
CKM2016010402,4,B,13.5,46.7,8.1,30.3,9.5,
CKM2016010402,4.2,B,13.5,46.7,8.1,30.3,9.5,
CKM2016010403,0.2,B,14.4,48.4,8,31.6,9,
CKM2016010403,1,B,14.4,48.4,8,31.6,9.1,
CKM2016010403,2,B,14.4,48.4,8,31.6,9.1,
CKM2016010403,3,B,14.4,48.4,8.1,31.6,9.1,
CKM2016010403,4,B,14.4,48.5,8.1,31.6,9.1,
CKM2016010403,5,B,14.4,48.5,8.1,31.6,9.1,
CKM2016010403,5.3,B,14.4,48.5,8.1,31.6,9.1,
CKM2016010404,0.2,B,14.4,48,8,31.3,9.2,
CKM2016010404,1,B,14.4,48,8,31.3,9.2,
CKM2016010404,2,B,14.4,48,8,31.3,9.2,
CKM2016010404,3,B,14.3,48,8,31.3,9.2,
CKM2016010404,4,B,14.3,48,8,31.3,9.2,
CKM2016010404,5,B,14.3,48,8,31.3,9.1,
CKM2016010404,5.5,B,14.3,48,8,31.3,9.1,
CKM2016010405,0.2,B,13.1,44.6,8.1,28.8,10,
CKM2016010405,1,B,13.1,44.6,8.1,28.8,10.1,
CKM2016010405,1.8,B,13.1,44.6,8.1,28.8,10.1,
CKM2016010406,0.2,B,13.8,44.9,8,29,10.1,
CKM2016010406,0.4,B,13.8,44.9,8.1,29.1,11.3,
CKM2016010407,0.2,B,13.2,44.3,8,28.6,9.7,
CKM2016010407,1,B,13.2,44.3,8,28.6,9.8,
CKM2016010407,2,B,13.2,44.3,8.1,28.6,9.9,
CKM2016010407,2.4,B,13.2,44.3,8.1,28.6,10,
CKM2016010408,0.2,B,13.7,43.7,8.1,28.2,10.5,
CKM2016010408,0.3,B,13.7,43.7,8.1,28.2,10.5,
CKM2016010501,0.2,B,12,40,8,25.8,10.5,
CKM2016010501,1,B,12.2,42,8,26.7,10.4,
CKM2016010501,2,B,12.6,45.3,8,29.3,10.1,
CKM2016010501,2.7,B,12.9,45.4,8,29.3,10.1,
CKM2016010502,0.2,B,11.9,35.1,7.9,23.3,11.3,
CKM2016010502,1,B,11.8,42.4,8,27.2,10.3,
CKM2016010502,1.6,B,11.9,42.5,8,27.2,10.4,
CKM2016010503,0.2,B,11.9,44.3,8,28.5,10.4,
CKM2016010503,1,B,11.9,44.4,8.1,28.6,10.6,
CKM2016010503,2,B,12,45,8.1,29.1,10.7,
CKM2016010503,3,B,12,45.1,8.1,29.1,10.8,
CKM2016010504,0.2,B,12.2,44.7,8,28.9,11.6,
CKM2016010504,1,B,12.2,44.7,8.1,28.9,10.6,
CKM2016010504,1.7,B,12.2,44.3,8.1,28.9,10.7,
CKM2016010505,0.2,B,15,0.3,9.1,0.1,9.2,
CKM2016010505,0.6,B,15,0.3,9.1,0.1,9.2,
CKM2016010506,0.2,B,15.1,0.2,9.1,0.1,7.8,
CKM2016010506,1,B,15.1,0.2,8.7,0.1,8.1,
CKM2016010506,1.7,B,15.1,0.3,8.5,0.1,8.2,
CKM2016010507,0.2,B,15.2,0.4,8.1,0.2,8.7,
CKM2016010507,1,B,15.2,0.4,7.9,0.2,8.4,
CKM2016010507,1.6,B,15.2,0.4,7.8,0.2,8.3,
CKM2016010508,0.2,B,15.6,0.6,8.1,0.3,8.9,
CKM2016010508,0.6,B,15.6,0.6,8.1,0.3,8.9,
CKM2016010601,0.2,B,10,30.5,7.6,18.9,12.7,
CKM2016010601,1,B,9.9,30.9,7.7,19.2,10.9,
CKM2016010601,1.1,B,9.8,31,7.7,19.2,10.6,
CKM2016010602,0.2,B,9.9,31.4,7.8,19.5,11.8,
CKM2016010603,0.2,B,11.8,33.2,7.8,20.8,11,
CKM2016010603,0.3,B,11.8,33.2,7.8,20.7,10.6,
CKM2016010604,0.2,B,11.6,28.4,7.7,17.5,10.3,
CKM2016010605,0.2,B,12.2,17.2,7.6,10,9.6,
CKM2016010605,0.3,B,12.1,17.3,7.6,10.2,9.6,
CKM2016010606,0.2,B,13.4,35.1,7.8,22.1,9.9,
CKM2016010606,0.5,B,13.4,35.1,7.9,22.1,9.9,
CKM2016010607,0.2,B,13.8,10.5,7.6,5.9,9,
CKM2016010607,0.3,B,13.9,10.6,7.5,6,8.5,
CKM2016010701,0.2,B,14.3,0.2,7.6,0.1,9.4,
CKM2016010701,1,B,14.3,0.2,7.6,0.1,8.9,
CKM2016010701,1.4,B,14.3,0.2,7.6,0.1,8.7,
CKM2016010702,0.2,B,13.5,0.5,7.8,0.3,8.9,
CKM2016010703,0.2,B,13.1,3.2,7.7,1.7,8.8,
CKM2016010704,0.2,B,14.6,0.3,8.3,0.1,9.1,
CKM2016010705,0.2,B,14.5,0.2,8.2,0.1,9,
CKM2016010705,0.6,B,14.4,0.2,7.9,0.1,8.8,
CKM2016010706,0.2,B,14.1,0.2,7.9,0.1,8.7,
CKM2016010706,0.6,B,14.1,0.2,7.9,0.1,8.7,
CKM2016010707,0.2,B,14.8,0.2,8.5,0.1,9.5,
CKM2016010707,0.5,B,14.8,0.2,8.1,0.1,8.7,
CKM2016010708,0.2,B,14.7,0.2,8.1,0.1,8.7,
CKM2016010708,1,B,14.7,0.2,7.9,0.1,8.5,
CKM2016010708,2,B,14.7,0.2,7.8,0.1,8.4,
CKM2016010708,3,B,14.6,0.2,7.7,0.1,8.3,
CKM2016010708,4,B,14.6,0.2,7.7,0.1,8.3,
CKM2016010708,5,B,14.6,0.2,7.6,0.1,8.3,
CKM2016010708,5.4,B,14.6,0.2,7.6,0.1,8.3,
CKM2016010709,0.2,B,14.7,0.2,7.8,0.1,8.6,
CKM2016010709,1,B,14.7,0.2,7.8,0.1,8.5,
CKM2016010709,2,B,14.7,0.2,7.7,0.1,8.4,
CKM2016010709,2.3,B,14.7,0.2,7.7,0.1,8.4,
CKM2016010710,0.2,B,14.7,0.2,8,0.1,8.7,
CKM2016010710,1,B,14.7,0.2,7.9,0.1,8.5,
CKM2016010710,2,B,14.7,0.2,7.7,0.1,8.5,
CKM2016010710,3,B,14.7,0.2,7.7,0.1,8.4,
CKM2016010710,4,B,14.7,0.2,7.6,0.1,8.4,
CKM2016010710,5,B,14.7,0.2,7.6,0.1,8.3,
CKM2016010710,6,B,14.7,0.2,7.6,0.1,8.3,
CKM2016010710,6.3,B,14.7,0.2,7.6,0.1,8.3,
CKM2016010801,0.2,B,10.8,21.1,8,12.6,10.2,
CKM2016010801,1,B,10.8,22.7,8.1,13.7,9.6,
CKM2016010801,1.1,B,10.9,22.8,8.1,13.8,9.4,
CKM2016010802,0.2,B,11.3,22,8.1,13.3,10.6,
CKM2016010803,0.2,B,11.2,20.2,8,12.1,9.7,
CKM2016010803,0.3,B,11.2,20.2,8,12.1,9.4,
CKM2016010804,0.2,B,11.2,20.8,8,12.5,9.1,
CKM2016010805,0.2,B,12.6,9,8,5.1,8.7,
CKM2016010806,0.2,B,12.9,2.8,8.1,1.5,9.2,
CKM2016010807,0.2,B,14.1,1.7,7.8,0.9,8.2,
CKM2016010807,0.3,B,14.1,2.2,7.8,1.1,8.2,
CKM2016010808,0.2,B,14.4,2.2,7.6,1.3,8,
CKM2016010808,1,B,13.2,17.6,7.5,10.4,7.4,
CKM2016020101,0.2,B,14.6,43,8.1,27.7,9.1,
CKM2016020101,0.3,B,14.6,42.9,8.1,27.7,9.2,
CKM2016020102,0.2,B,15.2,43.9,8.1,28.4,9.5,
CKM2016020102,0.8,B,15.2,43.9,8.1,28.4,9.1,
CKM2016020103,0.2,B,15.1,43.5,8.1,28.1,9,
CKM2016020103,0.4,B,15.1,43.5,8.1,28.1,9,
CKM2016020104,0.2,B,14.7,43.3,8.1,27.9,9.4,
CKM2016020104,1,B,14.5,43.5,8.1,28.1,9.4,
CKM2016020105,0.2,B,15.5,41.5,8.2,26.7,9.4,
CKM2016020105,0.8,B,15.3,42.9,8.2,27.8,9.9,
CKM2016020106,0.2,B,16.2,39.6,8.1,25.3,8.9,
CKM2016020106,0.3,B,16.2,39.9,8.1,25.5,8.8,
CKM2016020107,0.2,B,16.5,42.7,8.1,27.5,8.8,
CKM2016020107,0.6,B,15.5,43.3,8.1,28,8.3,
CKM2016020108,0.2,B,15.7,45.5,8.2,29.5,10.2,
CKM2016020108,0.8,B,15.6,45.5,8.2,29.5,10.6,
CKM2016020201,0.2,B,14.6,42.8,8.2,27.5,10,
CKM2016020201,0.7,B,14.6,42.8,8.2,27.6,9.7,
CKM2016020202,0.2,B,14.6,43,8.2,27.7,9.6,
CKM2016020202,0.5,B,14.6,43.3,8.2,27.9,9.5,
CKM2016020203,0.2,B,15.2,38.8,8.2,24.7,9.9,
CKM2016020203,0.5,B,15.1,38.7,8.2,24.7,9.9,
CKM2016020204,0.2,B,15.4,38.8,8.1,24.8,9.9,
CKM2016020204,0.6,B,15.3,38.7,8.1,24.7,9.9,
CKM2016020205,0.2,B,15.9,38.1,8.1,24.2,10.4,
CKM2016020206,0.2,B,16.4,37.5,8,23.8,10.8,
CKM2016020206,1,B,15.5,38,8.1,24.2,10.6,
CKM2016020207,0.2,B,17.2,37.4,8,23.8,10.9,
CKM2016020208,0.2,B,15.7,37.2,8.2,23.6,11.2,
CKM2016020208,0.6,B,15.3,37.5,8.2,23.8,11.3,
CKM2016020301,0.2,B,13.8,47.8,7.7,31.1,9.4,
CKM2016020301,1,B,13.8,47.8,7.8,31.2,9.7,
CKM2016020301,2,B,13.7,48.1,7.9,31.2,9.9,
CKM2016020301,3,B,13.7,48.2,7.9,31.4,9.9,
CKM2016020301,4,B,13.6,48.2,7.9,31.4,9.8,
CKM2016020302,0.2,B,13.9,47.1,7.9,30.6,9.7,
CKM2016020302,1,B,13.8,47.2,8,30.7,9.9,
CKM2016020302,2,B,13.7,47.3,8,30.8,10,
CKM2016020302,3,B,13.4,47.5,8,30.9,9.9,
CKM2016020302,4,B,13.3,47.7,8,31.1,9.8,
CKM2016020302,4.1,B,13.2,47.8,8,31.1,9.7,
CKM2016020303,0.2,B,14.3,47.8,7.9,31.2,9.3,
CKM2016020303,1,B,13.7,47.9,7.9,31.2,9.6,
CKM2016020303,2,B,13.6,47.9,7.9,31.2,9.5,
CKM2016020303,3,B,13.6,47.9,7.9,31.2,9.5,
CKM2016020303,4,B,13.7,48.9,7.9,31.9,9.3,
CKM2016020303,5,B,13.7,49.1,7.9,32.1,9.2,
CKM2016020303,6,B,13.6,49.2,7.9,32.1,9.1,
CKM2016020304,0.2,B,14.7,44.6,8,28.9,10.7,
CKM2016020304,0.8,B,14.7,44.6,8.1,28.8,10.8,
CKM2016020305,0.2,B,15,42.5,8,27.3,11.1,
CKM2016020305,0.8,B,14.9,42.6,8.1,27.4,11.2,
CKM2016020306,0.2,B,15.2,43.9,7.9,28.4,9.9,
CKM2016020306,0.4,B,15.2,43.9,7.9,28.3,10.2,
CKM2016020307,0.2,B,14.9,44.1,7.8,28.5,9.5,
CKM2016020307,1,B,14.9,44.1,7.8,28.5,9.7,
CKM2016020307,2,B,14.4,44.3,7.8,28.7,9.8,
CKM2016020307,2.2,B,14.4,44.2,7.9,28.6,9.8,
CKM2016020308,0.2,B,16.4,42.1,8,27.1,10,
CKM2016020308,1,B,15.2,42.6,8,27.4,10.3,
CKM2016020308,2,B,14.6,43.2,8,27.9,10.3,
CKM2016020308,2.3,B,14.6,43.1,8,27.8,10.3,
CKM2016020401,0.2,B,15.1,0.3,8.3,0.2,9.9,
CKM2016020401,1,B,15.1,0.3,8,0.2,9.7,
CKM2016020401,1.8,B,15.1,1.8,7.3,0.9,9.5,
CKM2016020402,0.2,B,15.1,0.2,7.9,0.1,9.6,
CKM2016020402,1,B,15,0.2,7.7,0.1,9.4,
CKM2016020402,2,B,15,0.2,7.6,0.1,9.3,
CKM2016020402,3,B,15,0.2,7.5,0.1,9.2,
CKM2016020402,3.6,B,15,0.2,7.5,0.1,9.2,
CKM2016020403,0.2,B,15.1,0.2,7.3,0.1,9.4,
CKM2016020403,1,B,15.1,0.2,7.3,0.1,9.1,
CKM2016020403,2,B,15.1,0.2,7.2,0.1,9.1,
CKM2016020403,3,B,15.1,0.2,7.2,0.1,9,
CKM2016020403,4,B,15.1,0.2,7.2,0.1,9,
CKM2016020403,5,B,15,0.2,7.2,0.1,9,
CKM2016020403,5.9,B,15,0.2,7.2,0.1,8.9,
CKM2016020404,0.2,B,15.1,0.2,7.3,0.1,9.4,
CKM2016020404,1,B,15.1,0.2,7.2,0.1,9.2,
CKM2016020404,2,B,15.1,0.2,7.2,0.1,9.1,
CKM2016020404,3,B,15.1,0.2,7.1,0.1,9.1,
CKM2016020404,4,B,15.1,0.2,7.1,0.1,9.1,
CKM2016020404,5,B,15.1,0.2,7.1,0.1,9,
CKM2016020404,5.1,B,15.1,0.2,7.1,0.1,9,
CKM2016020405,0.2,B,15.5,0.2,7.3,0.1,9.2,
CKM2016020405,1,B,15.4,0.2,7.2,0.1,9.1,
CKM2016020405,2,B,15.3,0.2,7.1,0.1,9,
CKM2016020405,3,B,15.2,0.2,7.1,0.1,9,
CKM2016020405,3.3,B,15.1,0.3,7.1,0.1,8.9,
CKM2016020406,0.2,B,16.8,2,7.2,1.1,9.2,
CKM2016020406,0.3,B,16.5,2.3,7.2,1.2,9.2,
CKM2016020407,0.2,B,16.9,0.2,7.6,0.1,9.9,
CKM2016020407,0.3,B,16.9,0.2,7.6,0.1,9.9,
CKM2016020408,0.2,B,17.4,0.2,8.1,0.1,9.6,
CKM2016020408,0.3,B,17,0.2,7.6,0.1,9.1,
CKM2016020409,0.2,B,16,0.2,7.8,0.1,9.7,
CKM2016020410,0.2,B,16.5,0.2,7.3,0.1,9.5,
CKM2016020410,0.4,B,16.5,0.2,7.1,0.1,9.3,
CKM2016020501,0.2,B,17.4,39.7,7.9,25.3,7.7,
CKM2016020501,0.3,B,17.4,39.7,7.9,25.4,7.7,
CKM2016020502,0.2,B,17.1,39.9,8,25.6,8.9,
CKM2016020502,0.7,B,16.3,41.4,8,26.6,9.1,
CKM2016020503,0.2,B,17.4,39.4,8,25.2,9.8,
CKM2016020503,0.7,B,17.1,40.3,8,25.8,9.9,
CKM2016020504,0.2,B,17.9,37.2,8,23.6,9.9,
CKM2016020504,0.7,B,17.8,37.3,8,23.7,9.9,
CKM2016020505,0.2,B,18.6,33.4,8,21,9.5,
CKM2016020505,0.4,B,18.6,33.4,7.9,21,9.4,
CKM2016020506,0.2,B,19.5,29.5,7.9,18.3,8.6,
CKM2016020506,0.4,B,19.5,29.5,7.8,18.3,8.5,
CKM2016020507,0.2,B,20.9,27,7.8,16.6,7.8,
CKM2016020508,0.2,B,17.8,41,8.1,26.3,10.1,
CKM2016020508,0.9,B,17.7,41.1,8.1,26.3,10.3,
CKM2016020601,0.2,B,13.2,0.3,8.2,0.1,9.4,
CKM2016020601,1,B,13.1,0.3,7.9,0.1,9.3,
CKM2016020601,2,B,13.1,0.3,7.8,0.1,9.3,
CKM2016020602,0.2,B,13.9,0.4,7.7,0.2,9.7,
CKM2016020602,0.4,B,13.9,0.5,7.6,0.2,9.5,
CKM2016020603,0.2,B,13.2,4.3,7.4,2.3,9.9,
CKM2016020603,0.4,B,13.2,4.3,7.4,2.3,9.9,
CKM2016020604,0.2,B,12.4,13,7.5,7.5,10.8,
CKM2016020604,0.5,B,11.9,13,7.5,7.5,10.8,
CKM2016020605,0.2,B,11.9,38.9,7.8,24.7,10.8,
CKM2016020605,0.6,B,11.9,39,7.9,24.8,10.8,
CKM2016020606,0.2,B,13,28.8,7.9,17.8,10.9,
CKM2016020606,0.5,B,13.1,28.7,7.9,17.8,11.3,
CKM2016020607,0.2,B,14.4,20.1,7.9,12,11,
CKM2016020607,0.3,B,14.5,20.1,7.9,12,11,
CKM2016020608,0.2,B,14.8,0.9,8.4,0.4,10.3,
CKM2016020608,1,B,14.8,0.9,8.2,0.4,9.9,
CKM2016020608,1.3,B,14.8,0.9,8.2,0.4,9.8,
CKM2016020701,0.2,B,11.2,1.6,8.1,0.8,11.3,
CKM2016020702,0.2,B,12.7,4.3,7.8,2.3,11.1,
CKM2016020703,0.2,B,12.4,4.2,7.8,2.4,11,
CKM2016020703,0.3,B,12.4,4.4,7.7,2.4,10.9,
CKM2016020704,0.2,B,12.6,6.3,7.9,3.5,12.7,
CKM2016020704,0.6,B,12.7,6.6,7.9,3.6,11.5,
CKM2016020705,0.2,B,13.6,7.2,8,4,11.4,
CKM2016020705,0.4,B,13.6,7.2,8,4,11.6,
CKM2016020706,0.2,B,14.5,5.4,7.6,2.8,10,
CKM2016020706,0.3,B,14.5,5.5,7.5,3.1,10,
CKM2016020707,0.2,B,15.2,1.1,8.1,0.6,9,
CKM2016020707,0.3,B,14.9,1.3,7.9,0.7,9.5,
CKM2016020708,0.2,B,15.1,4,8,2.2,7.4,
CKM2016020708,1,B,14.5,8.4,7.7,4.7,9.6,
CKM2016020708,1.1,B,14.4,9.2,7.6,5.2,7.2,
CKM2016020801,0.2,B,15.3,29.8,8.8,18.3,10,
CKM2016020801,1,B,14,40.7,8,26,9.8,
CKM2016020801,2,B,13.9,45.6,8.1,29.5,9.1,
CKM2016020801,3,B,13.9,46,8.1,29.8,8.7,
CKM2016020801,3.5,B,13.9,46,8.1,29.8,8.7,
CKM2016020802,0.2,B,15.7,31.8,8.2,22.6,11.5,
CKM2016020802,1,B,14,42.3,8.2,27,9.9,
CKM2016020802,2,B,14,44.9,8.1,29,9.3,
CKM2016020802,3,B,13.8,45.5,8.1,29.5,8.7,
CKM2016020802,3.1,B,13.8,45.5,8.1,29.5,8.6,
CKM2016020803,0.2,B,14.3,43.2,8.2,27.9,10.3,
CKM2016020803,1,B,14,43.6,8.2,28.1,10.1,
CKM2016020803,2,B,13.4,48.2,8.1,31.4,9.3,
CKM2016020803,3,B,13.3,48.2,8.1,31.4,9.2,
CKM2016020803,4,B,13.2,48.3,8.1,31.4,9,
CKM2016020803,4.6,B,13.2,48.3,8.1,31.4,9,
CKM2016020804,0.2,B,16.2,38.4,8.2,24.5,10.3,
CKM2016020804,1,B,13.9,42.6,8.2,27.3,10.2,
CKM2016020804,2,B,13.5,45.7,8.2,29.5,9.6,
CKM2016020804,3,B,13.2,46.6,8.1,30.3,9.1,
CKM2016020804,3.9,B,13.1,47.1,8.1,30.6,8.8,
CKM2016020805,0.2,B,15.6,30.5,8.2,19.2,10.3,
CKM2016020805,1,B,13.9,40.6,8.2,25.6,10.5,
CKM2016020805,2,B,13.7,43.2,8.2,27.8,10,
CKM2016020805,3,B,13,45.6,8.1,29.5,8.4,
CKM2016020805,3.1,B,13,45.6,8.1,29.5,8.3,
CKM2016020806,0.2,B,16.9,4.1,7.7,2.2,8.5,
CKM2016020806,0.8,B,13.8,23.6,7.6,13.4,8.6,
CKM2016020807,0.2,B,14.5,0.8,7.4,0.3,8.5,
CKM2016020807,0.8,B,14.3,27.2,7.4,16.5,7.5,
CKM2016020808,0.2,B,17.4,16.6,8,9.7,9.6,
CKM2016020808,0.7,B,17.1,16.4,8,9.6,9.5,
CKM2016030101,0.2,B,17.3,37,8.2,23.5,10.2,
CKM2016030101,1,B,17.3,37.1,8.2,23.6,10.1,
CKM2016030101,2,B,17.3,38.8,8,24.8,9.7,
CKM2016030102,0.2,B,17.8,18.4,8.2,10.9,11.1,
CKM2016030102,1,B,17.7,34,8,21.9,9.9,
CKM2016030102,2,B,17,37.4,7.9,23.9,9.2,
CKM2016030103,0.2,B,18,9.9,7.9,5.6,9.2,
CKM2016030103,1,B,17.7,14.9,7.7,8.2,9,
CKM2016030103,1.9,B,16.9,39.6,7.8,25.4,8.3,
CKM2016030104,0.2,B,17.5,0.2,8.3,0.1,7.8,
CKM2016030105,0.2,B,17.9,20.8,7.6,14.3,9.2,
CKM2016030105,1,B,16.8,39.1,7.9,25.3,9.2,
CKM2016030105,2,B,16.5,42.9,7.9,27.7,8.9,
CKM2016030105,2.2,B,16.1,43.2,7.8,27.9,8.1,
CKM2016030106,0.2,B,19.2,17.8,7.8,10.5,8.6,
CKM2016030106,0.7,B,19.1,17.9,7.8,10.6,8.5,
CKM2016030107,0.2,B,18.6,29.5,8.1,18.3,10.7,
CKM2016030107,1,B,18.6,29.7,8.1,18.5,10.7,
CKM2016030107,1.7,B,17.3,36.5,8,23.2,10.6,
CKM2016030108,0.2,B,18.1,37.6,8.1,23.9,10.1,
CKM2016030108,0.6,B,18.1,37.6,8.1,23.9,10.2,
CKM2016030201,0.2,B,16.5,37.5,8.1,23.8,9.4,
CKM2016030201,1,B,16.4,38.1,8.1,24.5,9.3,
CKM2016030201,2,B,16.5,39.3,8.1,25.1,9.3,
CKM2016030201,2.2,B,16.5,39.4,8.1,25.1,9.2,
CKM2016030202,0.2,B,16.7,41,8.1,26.3,9.2,
CKM2016030202,0.8,B,16.7,41,8.1,26.3,9.1,
CKM2016030203,0.2,B,16.3,45.7,8,29.6,8.8,
